10313.238955987425,-3208.5770117962984,i
9226.620886125676,-20785.316734423235,it
-1897.8179198584116,-14958.259827534794,,
-16017.68117077753,205.29448859527758,do
-16463.628067215304,-12740.433595167706,to
-12282.435840067385,-1568.7661620166593,nt
-18311.81169818715,-13064.692373198555,?
-8450.18061283162,18511.094974742664,the
-10171.534679792065,-26072.295274642158,that
-12794.749820867379,-15793.545628803173,'
-2573.427530066303,17713.396217241996,he
7983.138256930515,-14088.44301669993,you
14693.471369936988,21993.775775192284,we
-14406.004083017191,7192.472488466703,what
-10893.354190172176,-16106.156388442849,they
124.861227294638,26304.666523242882,said
-9002.76852190669,15979.929679944991,not
15987.30925055554,5136.879055001268,but
-14423.772894855301,6216.467104873377,and
940.4331047650275,11966.52436122509,go
8750.142199862872,880.8115545177999,know
3906.8961528939203,13513.668318535685,a
14468.131667982147,-14220.888959957623,wa
14668.22300265629,4229.938617555386,did
3289.1170789343987,18491.63948535675,are
18241.006369526065,-15675.669878498944,have
3186.2969047601564,58044.825759582716,thi
1430.8447870419795,-2961.399041379605,there
-17356.265063809424,-8191.1312459551655,be
16434.31433770548,-8292.963922676665,all
21446.899147567343,2858.2361553361716,of
-6609.792082040672,-16269.028379277674,want
1557.2728495133874,14473.132825999011,she
-14759.039398644518,-5131.492468612857,for
15086.123357447115,-2080.0265820448676,just
1958.113512346804,-2412.575596135218,think
-9957.353946114996,-8489.123967274434,time
-12140.849694199287,15070.04369275878,in
3103.672053772116,-8796.117419191864,can
9004.500609714209,-11368.491204419463,like
11374.248956766487,-10210.458298977175,now
16847.38229347614,-8596.336350248566,one
14252.940227392475,-5083.776956265961,so
2556.253342205921,-12355.36052715119,how
12944.982741788857,-18415.570755401757,get
18106.217343321798,-627.267791665422,say
9455.67396475176,9992.505942013184,on
9766.157285580437,7700.390701593696,good
13295.371743257829,2744.9004057232055,way
12028.997996162947,-8723.549484574964,people
19117.318914061623,-4125.030957374373,will
8005.071136151578,12118.41760595826,would
-14640.632480774986,-4672.604660036104,no
4819.123203666225,-21496.069028264912,here
17626.421690087413,9021.084161611043,about
12025.885886249469,13220.744178254934,work
8656.768394597211,14698.392236785821,them
-11137.364843523508,15030.140573351351,right
15099.654764320592,-10665.597504959576,me
8192.15519890793,7169.597600087038,could
-13595.492173993714,7004.0877521617,out
14767.950816544871,12891.890272719547,year
17165.90418839046,-8797.736603009043,come
-7806.915295623822,-1366.7574531735254,more
-1247.163000136558,16017.095161445799,day
-3674.705639602986,-2933.4336108025586,doe
-12922.951236671852,7764.475549506963,see
20551.471744081635,5467.897694654401,where
-17498.539687838886,9655.837084698056,if
7895.111690484705,439.1587207417593,had
10856.717305966558,5376.174435560577,much
17655.761089677242,12083.022403326564,money
16338.265888394992,-3985.1647748518017,play
-4738.994742363413,-14299.200474657733,well
3180.2628243674594,2002.4314474465843,been
-15017.581441138054,1792.3777088924958,my
4299.69108824651,-11589.229542963914,back
953.6510517734341,12986.570574917021,who
14696.92703932832,-2779.835567936532,with
-14588.1835604397,-5538.351205703461,should
-18799.422996761237,11508.191256632033,him
9876.099389529629,-11830.087335805601,never
8808.999907137455,13646.054184067882,too
4767.4225262403725,15267.823188252294,at
10157.893938245155,8482.002458852394,u
-18646.15064372882,-17083.63216309808,were
-12083.263025626198,-212.1729673085597,ha
18088.384334022867,2429.4330660605765,game
4576.122118971311,-13800.150402611484,take
3684.264526002871,18066.199101603605,then
-8100.721326877291,-14378.775443138808,long
11695.638122925458,15522.811791327389,new
1003.0836685452713,16444.87724445769,still
644.23394466178,22736.52628084109,life
-12006.837274937901,2114.3408545744387,up
-15661.3505404583,-2544.170585572211,over
-22682.117241747732,-1951.3608191561966,make
6653.283035573688,-16868.835460497612,or
-1483.3982395471473,-13356.672778381107,best
-12083.692461627195,-4996.590716386829,last
11758.406783854245,13712.043694701702,home
13510.197030890866,-12866.694264907233,business
-4731.620074984908,-20138.950802962423,some
-10914.050616818913,-16548.502573206086,many
392.4387666643967,-11856.456647041941,other
17365.138180451228,1157.8005092630128,first
-11443.284856137645,9808.473778125199,place
17836.37616247776,2335.572676194654,part
15834.52029259585,10630.046386131698,when
-8722.677910921233,-15071.270688396695,very
548.5742355361987,13457.429288817175,our
-7734.389299165283,17011.73130008947,team
15439.339721996344,3951.9209993717286,any
5448.165857846373,-17743.238922731496,same
5438.6327253568215,17053.884935827125,york
-7080.535587235979,-10694.252131902098,may
-13054.202875591713,-11244.707024022828,end
3987.1063671394263,-13732.153408810354,even
12060.372535488592,12487.075760236488,big
-10584.49887760534,4091.5831441903706,from
-10367.916571614373,-4589.998612605289,hi
5037.373075568429,11587.520708818403,today
-6496.011613798372,-15875.786435596143,two
-15292.14301223143,9969.998144646655,children
6581.735893084865,-8964.33450126337,show
-7567.14237737083,-17123.109413661135,her
20680.41356843177,12117.054234507339,fami
16099.15131404502,-2015.9593266803452,next
-13380.487161191802,-7438.335971377783,man
2188.8351773538207,-7847.304087330198,case
4678.425320659428,-13729.388332566827,:
9383.595763121013,13483.808078771435,after
-16540.361409806465,-2189.7430798803252,world
-12507.067573095517,3593.1582622652068,left
9300.141672609574,-10113.867335705916,every
15374.149902023139,-3814.7124042846895,made
-21791.851766662014,-2608.002733369407,us
-7475.588973629701,-4908.939880619443,own
-1205.9708296498668,14076.983466698726,three
-322.0207789624163,14436.1510718533,down
21117.32153931659,3293.587422912309,might
-10284.130124127396,-8561.188706144374,your
6059.453531696051,8755.142251749226,put
10932.212975318185,8104.717319539743,because
21227.636239020234,-7511.889414219104,another
-9020.368334643552,-6071.471423322485,school
-8670.09800132299,3820.0780623105716,night
4933.773146170444,-29478.71925395709,war
-3551.2189306569458,7024.127421393253,their
5961.933540601637,14414.622417759165,around
-16267.640106418014,-9564.622182856136,most
10564.134577213386,-14175.55224224609,than
-11451.79275186994,-16152.655588291227,little
-2252.6228083374785,16088.21169163961,these
-1627.7455793101303,4707.927705935968,state
-1702.1630783403773,7957.988524931903,week
6912.248688193134,4662.054929994532,house
-16047.075709561212,11399.699960314401,city
18797.43422440441,789.7914529475199,old
1341.5774820361348,2275.2168740676325,country
-5775.233367209059,-17477.169080854193,off
16305.0808597029,-3024.3307750880126,those
-7784.910499882556,14215.995204670284,before
12543.209498373912,4954.147064905072,season
5135.929730464749,-14093.822821749358,call
-19757.184544177035,372.5532731800606,president
-9913.602531997054,10423.362741871391,found
-5210.582390413819,12878.939913987544,use
5723.972160367394,10605.068699200172,both
4175.970102760555,-10840.664079154083,four
-11234.657918372237,-12458.96622937571,through
-9573.013271023885,3751.335348100397,music
2291.860229965559,4890.985101439157,few
-10967.476538018469,-8100.1347998101755,five
-1960.1690922444088,11711.882673235248,which
-17026.09656975438,-185.0855809158939,each
-6001.959817208334,11342.400510549163,ago
-13479.686716211298,22661.66718827632,though
-16254.785332202964,38132.74347011995,also
9222.680985361256,-9144.918792243394,government
-14439.332284360302,646.0982428141575,second
-15009.431753340308,-11173.411563446933,women
-18863.868995702574,1110.4607092319086,by
16466.567374416718,9644.213773232319,law
-11225.292064312918,11516.779131407988,--
23771.549499552963,-12202.99971910375,against
-1037.9345736893374,14882.327900777967,unit
12642.06815683033,-17515.006671488773,american
7302.7536586573315,4998.111588397624,less
-5255.774404566362,-16207.986032736948,into
-12358.134871585811,6289.202716770949,company
-6592.691869401241,14040.166752270829,market
4785.27153239038,-15360.468726767724,while
-9762.112302738524,-15059.003383688974,without
-18194.120969691463,-3423.418283009852,high
10955.862189251056,-3732.4172569868274,police
2950.202322961533,17019.66581360653,;
12342.344190797498,-5897.4160221885595,public
-9180.527508341018,-5331.302322143541,yesterday
-3118.954264856334,-16006.806231193354,white
-8470.720781369551,15296.114753895885,court
16746.75621927998,3675.534584498064,set
-10025.554992289697,3816.599735089838,until
-9433.851704234477,-16336.423294798782,office
-2718.5901982492705,14752.858163423965,an
-19362.629164475,10406.4892084453,program
-20282.153482156682,5407.8714092692535,street
-9596.518503128984,-12152.349342157573,since
87.80468153322681,-10470.777594489624,such
14103.404449887661,-4712.396881165716,group
-16497.833780733676,-3007.3405166725106,companie
-3001.1784310859834,7214.797849358759,political
-3923.983070011721,-11345.017542203099,john
6079.176920349858,-7857.699253212367,center
-25146.019724576334,2155.078287053731,several
-16570.394133362166,13986.719849010935,director
25319.26052405523,4498.946871072976,million
1545.2505236646602,15879.960936683034,member
-5109.171973789531,-3152.634022114613,west
-16458.21708750946,5314.480573850849,-
5880.838386202668,-11405.086636457318,between
-4071.403810911036,-243.5802273727245,department
209.21401366335107,13529.443529540255,dur
-4363.282326063173,-18218.417339040865,official
15640.25033131937,-16294.220767662566,general
4674.586027154817,17026.816108349798,under
16038.671144060178,-14813.25823007523,university
-3126.1213462956594,-15996.515275604228,mr
-6306.153964416668,-3195.41824013105,federal
-4017.746389123421,-17261.66378765006,among
3389.893651456015,12171.43714844959,national
-20587.431973098188,6575.320448969814,)
-7891.867961240499,-13430.733453862733,former
-16964.53580824792,12709.406425714034,ms
16489.014891809195,11891.22395130072,$
19424.200360070008,-6058.019197360267,percent
